Tweet ID,Text,User,Created At,Likes,Retweets,Sentiment
434767723376986218,Watching a movie tonight.,elivingston,2023-04-18 07:37:27,853,959,neutral
424973828472032300,I'm so upset right now.,sarahmarquez,2023-04-18 09:35:17,524,683,negative
648936564683061993,I'm so upset right now.,uwoods,2023-04-18 12:28:58,794,79,negative
178730150172977699,Feeling disappointed in myself.,grosssandra,2023-04-18 19:38:45,982,621,negative
485744418541588083,Feeling disappointed in myself.,afrazier,2023-04-18 23:26:45,972,416,negative
279729645994764120,I hate it when things don't go my way.,jason88,2023-04-19 05:59:51,531,556,negative
759471486030896749,Watching a movie tonight.,phillipblevins,2023-04-19 08:21:21,825,747,neutral
977840143468603362,This is the best day ever!,delgadoandrea,2023-04-19 14:39:21,736,669,positive
447145230421837922,I hate it when things don't go my way.,maryharper,2023-04-19 20:10:47,333,93,negative
932187530302064484,Feeling disappointed in myself.,james38,2023-04-19 23:38:12,988,151,negative
563280269374923700,I hate it when things don't go my way.,diane59,2023-04-20 03:53:21,856,203,negative
450796892333994900,I hate it when things don't go my way.,williamsnicole,2023-04-20 05:22:40,373,539,negative
914741095053339533,Watching a movie tonight.,lindsay14,2023-04-20 07:57:53,279,836,neutral
906987113707483489,Feeling disappointed in myself.,timothy93,2023-04-20 13:34:00,633,464,negative
435429622738373284,Feeling disappointed in myself.,gmejia,2023-04-20 14:25:25,996,630,negative
628624455528756626,I love my life!,wallacejermaine,2023-04-20 15:33:03,636,453,positive
123983310240909513,I hate it when things don't go my way.,dcox,2023-04-20 22:48:43,352,523,negative
971881723351119886,Feeling disappointed in myself.,tnelson,2023-04-20 23:53:05,367,414,negative
124915119173346945,Feeling disappointed in myself.,jeremyanderson,2023-04-21 01:27:17,232,635,negative
994562271783014841,Going for a walk in the park.,powellallen,2023-04-21 09:19:01,528,230,neutral
784406900981173154,Watching a movie tonight.,jonesdustin,2023-04-21 11:10:45,516,83,neutral
600819966000157055,I hate it when things don't go my way.,marknixon,2023-04-21 13:27:44,458,61,negative
332306771741804499,I hate it when things don't go my way.,christine54,2023-04-21 13:58:26,210,107,negative
270017633100577807,I'm so upset right now.,jennifer51,2023-04-21 15:21:53,61,259,negative
979814024517060413,Feeling grateful for my friends and family.,walkerjimmy,2023-04-21 16:53:04,706,997,positive
803194103591879704,Going for a walk in the park.,brandibarron,2023-04-21 19:28:42,48,794,neutral
131397033448458142,Feeling disappointed in myself.,andrewgriffith,2023-04-21 21:32:16,840,99,negative
193978493959940246,Feeling grateful for my friends and family.,rileymatthew,2023-04-22 06:07:45,678,972,positive
207549488605279082,Watching a movie tonight.,ugutierrez,2023-04-22 09:27:55,859,937,neutral
650849340920841539,I'm so upset right now.,kjones,2023-04-22 11:04:14,520,508,negative
428427957298431773,Feeling disappointed in myself.,alyssaschmidt,2023-04-22 12:06:12,789,241,negative
445060312931431901,Feeling grateful for my friends and family.,jacksonmichael,2023-04-22 12:33:12,682,951,positive
404792268460052213,I love my life!,brian83,2023-04-22 13:20:37,168,379,positive
933922370943620924,Feeling disappointed in myself.,tpugh,2023-04-22 15:50:47,157,429,negative
997234755622603864,Feeling grateful for my friends and family.,sarahlara,2023-04-22 22:21:26,227,176,positive
681344387076627489,I love my life!,martintiffany,2023-04-22 22:47:17,28,247,positive
566566881736849725,Feeling grateful for my friends and family.,nicolehenderson,2023-04-23 00:40:14,715,353,positive
339150946117194772,This is the best day ever!,edward35,2023-04-23 01:20:37,910,246,positive
517818637149522474,Feeling disappointed in myself.,williamsjessica,2023-04-23 03:07:34,230,781,negative
834405555322719016,I hate it when things don't go my way.,victoriakennedy,2023-04-23 06:05:38,198,107,negative
234487382258237079,Going for a walk in the park.,jon46,2023-04-23 07:54:28,852,495,neutral
209427353197726178,Feeling grateful for my friends and family.,garciathomas,2023-04-23 07:56:06,878,131,positive
247513679780898639,I love my life!,samanthaking,2023-04-23 09:07:59,696,292,positive
236443952796234610,Feeling disappointed in myself.,lorirojas,2023-04-23 09:40:38,75,690,negative
623677276988101131,Feeling grateful for my friends and family.,robinsonmelissa,2023-04-23 09:44:30,356,827,positive
927963619015520825,Feeling disappointed in myself.,james48,2023-04-23 13:15:03,959,938,negative
925744075521526751,Feeling disappointed in myself.,timothyholloway,2023-04-24 05:16:40,812,577,negative
979954157500028846,Going for a walk in the park.,emily82,2023-04-24 14:13:28,69,521,neutral
595375363171839123,I love my life!,whitneysharp,2023-04-24 14:57:35,975,448,positive
922268312101299416,I'm so upset right now.,davidgonzalez,2023-04-24 16:38:05,300,324,negative
289341747956637913,I love my life!,halejared,2023-04-24 23:05:02,583,364,positive
860847345557646821,Feeling grateful for my friends and family.,christiangriffin,2023-04-25 00:13:04,440,978,positive
824799084759026897,Feeling disappointed in myself.,kevinthompson,2023-04-25 04:24:15,255,812,negative
990204643991764480,I love my life!,boothjoseph,2023-04-25 05:15:35,206,166,positive
339223565257910084,Going for a walk in the park.,debra35,2023-04-25 12:04:22,22,547,neutral
589012271958626179,I'm so upset right now.,hector32,2023-04-25 15:08:25,662,139,negative
886226378470131989,Watching a movie tonight.,maria94,2023-04-25 18:33:11,370,556,neutral
520624880300161716,This is the best day ever!,tannerjoseph,2023-04-25 19:21:14,25,394,positive
199163870256154822,I love my life!,roy94,2023-04-26 00:35:17,475,406,positive
613940658134156465,Feeling grateful for my friends and family.,lydiacruz,2023-04-26 01:23:57,218,826,positive
105854515603054393,Watching a movie tonight.,connerkylie,2023-04-26 02:30:15,968,422,neutral
765026523916044985,I hate it when things don't go my way.,armstrongmary,2023-04-26 02:36:14,947,577,negative
344893730878964794,Feeling grateful for my friends and family.,lindseywilkins,2023-04-26 02:44:29,306,783,positive
246928935465042271,Watching a movie tonight.,ashleylewis,2023-04-26 04:11:52,486,43,neutral
369213000579635239,I hate it when things don't go my way.,cbond,2023-04-26 04:44:45,483,162,negative
982476864689359517,I hate it when things don't go my way.,boltonalexander,2023-04-26 08:52:36,985,171,negative
164529100956850927,This is the best day ever!,michael25,2023-04-26 11:10:58,628,610,positive
235549375049906547,Feeling disappointed in myself.,brandonhill,2023-04-26 13:27:09,678,539,negative
748332615148144064,Going for a walk in the park.,phardin,2023-04-26 19:32:51,336,490,neutral
883409223712100581,I'm so upset right now.,wsmith,2023-04-26 21:15:56,649,537,negative
588788854848195864,Feeling disappointed in myself.,nvillanueva,2023-04-27 03:14:54,936,434,negative
711099251824336817,This is the best day ever!,johnsonashley,2023-04-27 05:18:34,586,729,positive
460029211104675837,I'm so upset right now.,clinecorey,2023-04-27 05:33:21,424,345,negative
524674899603307999,Feeling disappointed in myself.,lisaleonard,2023-04-27 11:23:17,175,284,negative
572574834377392032,This is the best day ever!,mackenzie24,2023-04-27 11:32:24,136,756,positive
175758282676817115,I hate it when things don't go my way.,rosariodavid,2023-04-27 12:31:44,89,336,negative
